path;db_name;id;brand;model;content_source;content_type;media_type;processing;processing_sm;tampering;ngram_2
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D06_V_indoor_move_0001.mp4;EVA-7K;D06;Apple;iPhone6;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D06_V_outdoor_move_0001.mp4;EVA-7K;D06;Apple;iPhone6;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D07_V_indoor_move_0001.mp4;EVA-7K;D07;Lenovo;P70A;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D07_V_outdoor_move_0001.mp4;EVA-7K;D07;Lenovo;P70A;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D08_V_indoor_move_0001.mp4;EVA-7K;D08;Samsung;GalaxyTab3;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D08_V_outdoor_move_0001.mp4;EVA-7K;D08;Samsung;GalaxyTab3;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D09_V_indoor_move_0001.mp4;EVA-7K;D09;Apple;iPhone4;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D09_V_outdoor_move_0001.mp4;EVA-7K;D09;Apple;iPhone4;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D10_V_indoor_move_0001.mp4;EVA-7K;D10;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D10_V_outdoor_move_0001.mp4;EVA-7K;D10;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D10_V_outdoor_panrot_0001.mp4;EVA-7K;D10;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D11_V_indoor_move_0001.mp4;EVA-7K;D11;Samsung;GalaxyS3;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D11_V_outdoor_move_0001.mp4;EVA-7K;D11;Samsung;GalaxyS3;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D12_V_indoor_move_0001.mp4;EVA-7K;D12;Sony;XperiaZ1Compact;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiafreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfvmhdmoovmvhdmvhdtrakpaspsttsstblstsdstcoudtastscstszstsdavc1stssstscstszstcosttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D12_V_outdoor_move_0001.mp4;EVA-7K;D12;Sony;XperiaZ1Compact;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiafreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfvmhdmoovmvhdmvhdtrakpaspsttsstblstsdstcoudtastscstszstsdavc1stssstscstszstcosttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D13_V_indoor_move_0001.mp4;EVA-7K;D13;Apple;iPad2;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D13_V_outdoor_move_0001.mp4;EVA-7K;D13;Apple;iPad2;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D14_V_indoor_move_0001.mp4;EVA-7K;D14;Apple;iPhone5c;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D14_V_outdoor_move_0001.mp4;EVA-7K;D14;Apple;iPhone5c;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D15_V_indoor_move_0001.mp4;EVA-7K;D15;Apple;iPhone6;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D15_V_outdoor_move_0001.mp4;EVA-7K;D15;Apple;iPhone6;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D16_V_indoor_move_0001.mp4;EVA-7K;D16;Huawei;P9lite;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D16_V_outdoor_move_0001.mp4;EVA-7K;D16;Huawei;P9lite;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D17_V_indoor_move_0001.mp4;EVA-7K;D17;Microsoft;Lumia640LTE;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D17_V_indoor_panrot_0001.mp4;EVA-7K;D17;Microsoft;Lumia640LTE;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D17_V_outdoor_move_0001.mp4;EVA-7K;D17;Microsoft;Lumia640LTE;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D17_V_outdoor_panrot_0001.mp4;EVA-7K;D17;Microsoft;Lumia640LTE;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D18_V_indoor_move_0001.mp4;EVA-7K;D18;Apple;iPhone5c;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D18_V_indoor_panrot_0001.mp4;EVA-7K;D18;Apple;iPhone5c;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D18_V_outdoor_move_0001.mp4;EVA-7K;D18;Apple;iPhone5c;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D18_V_outdoor_panrot_0001.mp4;EVA-7K;D18;Apple;iPhone5c;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D19_V_indoor_move_0001.mp4;EVA-7K;D19;Apple;iPhone6Plus;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D19_V_outdoor_move_0001.mp4;EVA-7K;D19;Apple;iPhone6Plus;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D20_V_indoor_move_0001.mp4;EVA-7K;D20;Apple;iPadmini;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D20_V_outdoor_move_0001.mp4;EVA-7K;D20;Apple;iPadmini;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D21_V_indoor_move_0001.mp4;EVA-7K;D21;Wiko;Ridge4G;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D21_V_indoor_panrot_0001.mp4;EVA-7K;D21;Wiko;Ridge4G;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D21_V_outdoor_move_0001.mp4;EVA-7K;D21;Wiko;Ridge4G;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D21_V_outdoor_panrot_0001.mp4;EVA-7K;D21;Wiko;Ridge4G;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D22_V_indoor_move_0001.mp4;EVA-7K;D22;Samsung;GalaxyTrendPlus;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D22_V_outdoor_move_0001.mp4;EVA-7K;D22;Samsung;GalaxyTrendPlus;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D23_V_indoor_move_0001.mp4;EVA-7K;D23;Asus;Zenfone2Laser;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D23_V_outdoor_move_0001.mp4;EVA-7K;D23;Asus;Zenfone2Laser;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D24_V_indoor_move_0001.mp4;EVA-7K;D24;Xiaomi;RedmiNote3;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\EVA-7K\Facebook\subset_ffmpeg4\D24_V_outdoor_move_0001.mp4;EVA-7K;D24;Xiaomi;RedmiNote3;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;True;FFMPEG4;avc1avcCavcCpaspdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypmoovhdlrilsthdlrminfilstfreemdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
